timestamp,symbol,quantity,price,execution_id,theoretical_value,account
1664981083,AAPL,-200,137.1,396223,137.06907309276195,AAAA
1664976766,AAPL,800,148.74,19121,148.7537473469411,CCCC
1664979673,GOOGL,-1000,101.35,266155,101.2566595646552,EEEE
1664979996,AAPL,-400,139.43,292801,139.4731895279496,EEEE
1664977557,AAPL,900,144.51,85896,144.46202016136505,DDDD
1664978637,AMZN,-300,122.8,176472,122.75645914486564,EEEE
1664979879,AMZN,100,126.93,283092,126.87030078840456,AAAA
1664977149,F,-900,12.33,50932,12.297562309719833,CCCC
1664979926,MSFT,700,255.56,286490,255.68764477505795,DDDD
1664980742,MSFT,200,252.96,360833,252.8929368116265,CCCC
1664977079,META,-800,139.68,45846,139.64059531081892,DDDD
1664977719,GOOGL,-900,101.09,101042,101.11837881558695,CCCC
1664976871,SPY,-300,378.49,28246,378.4567404771834,CCCC
1664979698,SPY,-100,389.5,269293,389.50685666720113,AAAA
1664979454,GOOG,200,102.23,246713,102.20585397828296,DDDD
1664976826,GOOG,900,103.65,24535,103.70439870013587,DDDD
1664979696,TSLA,300,229.77,269236,229.7870860743321,DDDD
1664980661,AMD,-900,68.02,352444,68.07977173266163,CCCC
1664979245,GOOG,-200,103.22,227985,103.21980922318204,BBBB
1664977288,AMD,-800,65.46,62831,65.48701337393484,DDDD
1664979986,TSLA,600,232.28,291743,232.3261689517629,EEEE
1664978989,META,200,132.2,208891,132.07781258287014,EEEE
1664978611,GOOGL,400,100.74,175380,100.68641231334189,AAAA
1664977736,SPY,900,379.52,103139,379.45158060465326,EEEE
1664977375,SPY,-400,374.33,67909,374.4021670840377,EEEE
1664978905,MSFT,-200,250.42,200194,250.4506045823469,DDDD
1664980976,F,300,11.44,384765,11.460668973469726,DDDD
1664977384,AMD,-300,65.5,69865,65.4896656337894,BBBB
1664978605,AMZN,800,122.88,174523,122.8632202005188,DDDD
1664978574,GOOG,-400,101.58,173993,101.60567839017754,DDDD
1664978301,TSLA,100,236.38,149206,236.34299240555998,CCCC
1664980043,SPY,100,385.41,298816,385.50234742389296,EEEE
1664978414,META,-100,132.79,156990,132.7769868151166,AAAA
1664981514,SPY,400,380.12,438905,380.08447101040167,AAAA
1664979266,SPY,400,375.34,232185,375.4172128445468,DDDD
1664979948,F,200,11.85,288167,11.842985560344443,DDDD
1664979671,SPY,-400,381.79,265705,381.8336857667392,BBBB
1664980562,AMD,700,67.42,342571,67.38424244395208,AAAA
1664979508,TSLA,500,233.49,254416,233.48136078933828,CCCC
1664977687,SPY,800,374.38,98436,374.4053152049435,CCCC
1664978399,GOOG,600,101.39,155898,101.30835054918309,CCCC
1664977239,TSLA,1000,238.62,58914,238.60739357444908,EEEE
1664981817,F,-700,11.44,461671,11.315709629416853,AAAA
1664979015,MSFT,100,250.18,211040,250.06982286070144,DDDD
1664977451,F,800,12.32,73817,12.40216537745397,BBBB
1664977643,AAPL,600,145.96,91415,146.00704526608445,DDDD
1664978121,SPY,300,375.06,132296,374.96190474029805,CCCC
1664980955,MSFT,400,256.48,381929,256.5191111907684,EEEE
1664977012,F,500,12.3,41423,12.26180833250099,AAAA
1664978703,AAPL,-300,143.46,181144,143.39412808547868,CCCC
1664978571,SPY,-200,367.57,173179,367.5473165254379,DDDD
1664977448,MSFT,-200,244.88,73521,245.0318938188227,AAAA
1664977001,F,500,12.26,40351,12.199150155147414,DDDD
1664981521,AAPL,700,138.61,439187,138.6481219468859,DDDD
1664976924,META,-800,138.75,33256,138.76347907549015,EEEE
1664976611,AMD,200,67.41,1465,67.3542459102079,CCCC
1664980114,AAPL,700,136.71,304178,136.624061790843,CCCC
1664980809,GOOGL,-300,102.05,366364,102.17975023380029,AAAA
1664977469,F,-500,12.29,74902,12.397718576923378,BBBB
1664980651,GOOG,-100,100.97,351737,100.98310434134409,AAAA
1664981450,MSFT,600,259.49,434205,259.51116098029445,EEEE
1664979484,AMD,200,68.1,251456,68.03849048181684,CCCC
1664978677,MSFT,800,252.96,179621,252.99734787820535,DDDD
1664980364,AMZN,-1000,127.78,326454,127.84693622341979,DDDD
1664977337,META,300,139.72,65394,139.72481674759598,AAAA
1664977269,AAPL,-100,147.61,60459,147.59555634328746,EEEE
1664976981,TSLA,-1000,239.48,37541,239.48349512809347,CCCC
1664977032,META,-700,138.77,42094,138.7985243770464,BBBB
1664977915,F,-1000,12.49,119411,12.465533502187553,CCCC
1664980750,GOOGL,400,102.03,361187,102.01540100005909,BBBB
1664977418,META,-700,138.9,71990,138.95052599303528,DDDD
1664977191,META,1000,139.51,54881,139.5266508867043,BBBB
1664979703,TSLA,-800,231.34,270235,231.4778790911984,DDDD
1664977985,SPY,1000,376.15,125195,376.20139644312525,DDDD
1664981467,MSFT,-800,260.45,436270,260.4465717070106,BBBB
1664980683,F,-1000,11.51,354283,11.467991594766024,DDDD
1664978435,SPY,400,371.63,159351,371.6023067745347,DDDD
1664976745,MSFT,-500,247.67,16867,247.6467857181201,CCCC
1664977660,SPY,100,376.97,93930,376.9741373511564,EEEE
1664976776,SPY,300,378.91,19129,378.923042930676,BBBB
1664977371,TSLA,1000,238.24,67847,238.20113497523025,AAAA
1664977207,GOOGL,-1000,101.33,57014,101.33889353577882,AAAA
1664979582,AMZN,700,126.18,258652,126.1728161012468,AAAA
1664977651,AMZN,700,121.39,93082,121.43149932430794,AAAA
1664977945,AMZN,800,124.5,121321,124.52327110740421,CCCC
1664981241,AMD,-800,67.56,411423,67.50937317087694,DDDD
1664980213,META,100,127.91,314462,127.85403214604717,AAAA
1664979787,TSLA,500,230.27,277877,230.22994226003073,CCCC
1664980718,GOOGL,-300,101.59,357220,101.547614638523,EEEE
1664980005,TSLA,500,229.97,294228,230.00041649613703,EEEE
1664978494,AMD,800,66.36,166562,66.35382438291218,EEEE
1664980128,GOOGL,700,102.35,304801,102.3498915860208,DDDD
1664981157,TSLA,900,225.84,403012,225.88405192109929,AAAA
1664979162,META,-200,132.24,222192,132.12753446202242,CCCC
1664977183,TSLA,900,238.06,53882,238.11098944322484,DDDD
1664979725,MSFT,-400,254.61,273633,254.637420002113,AAAA
1664979815,TSLA,900,231.19,278523,231.2195152420358,CCCC
1664978995,GOOGL,-900,102.79,209016,102.77628445712853,EEEE
1664981590,AAPL,-400,139.55,443353,139.51446807657135,DDDD
1664981800,TSLA,700,225.98,460227,226.01256829420743,EEEE
1664978617,META,100,133.92,175429,133.87837628830053,CCCC
1664977148,F,-800,12.27,49956,12.238217780986123,EEEE
1664976756,SPY,800,377.69,18158,377.7197222825811,EEEE
1664980397,GOOGL,500,101.86,330353,101.8767062627201,AAAA
1664981655,AAPL,100,139.07,449415,139.03683861769366,EEEE
1664977109,AAPL,-900,147.98,47667,147.94969594928102,CCCC
1664977849,MSFT,500,250.05,112119,250.0469171622714,EEEE
1664977267,AAPL,-900,147.64,60440,147.59429021662743,DDDD
1664980382,AAPL,800,135.95,328544,135.93600347049176,DDDD
1664979190,GOOG,-600,102.75,223968,102.74188174499476,BBBB
1664976920,AAPL,-700,146.76,31801,146.8083641392559,EEEE
1664981917,AMD,-700,66.03,469891,66.04791275057829,DDDD
1664978942,META,-400,133.05,203856,133.09941227901794,BBBB
1664981765,MSFT,-700,262.52,458146,262.5157071020281,AAAA
1664979991,AMZN,-800,127.58,292226,127.63937039418879,AAAA
1664976709,F,-700,12.41,12147,12.322316039655648,EEEE
1664977618,AMD,1000,65.62,90561,65.59798191564167,CCCC
1664981584,F,-500,11.48,443199,11.45099294407004,AAAA
1664980096,SPY,100,383.64,301533,383.6158983185317,EEEE
1664981267,SPY,600,381.74,412515,381.8147279474896,DDDD
1664981285,AMZN,500,132.8,413783,132.8479134015308,DDDD
1664981972,GOOGL,-700,101.1,477697,101.10427181251163,CCCC
1664977831,AMZN,-100,123.63,110097,123.68134618197645,BBBB
1664976945,SPY,1000,379.36,35267,379.29828540790055,AAAA
1664978455,GOOG,-900,100.96,161122,101.03289776834222,AAAA
1664979284,TSLA,-200,231.83,234039,231.89438721995586,EEEE
1664979477,AAPL,900,144.05,249401,144.0323389742274,CCCC
1664981535,AAPL,-300,138.93,440210,138.89109941155056,AAAA
1664979802,AMD,500,67.5,278204,67.56312043419634,CCCC
1664980265,GOOGL,-400,101.85,318432,101.82381409418726,DDDD
1664980029,TSLA,-900,228.37,296894,228.33793143131277,DDDD
1664979371,SPY,-200,381.75,241319,381.7018878802047,DDDD
1664980238,MSFT,1000,253.76,316655,253.79818839920614,AAAA
1664978366,AMZN,-600,124.06,154033,124.07873121162373,DDDD
1664979102,TSLA,800,235.16,216527,235.14785053579226,CCCC
1664981746,META,-300,126.18,456136,126.21276772935984,EEEE
1664980192,GOOG,700,102.38,310523,102.49190192594695,DDDD
1664976972,AMZN,300,120.11,37001,120.13214021955487,DDDD
1664978219,AMD,-200,66.2,139771,66.21310363024224,CCCC
1664978869,AMD,500,66.68,194469,66.62541190080789,CCCC
1664981651,AMD,-800,66.94,449236,66.94616056287242,BBBB
1664978641,AMZN,-1000,122.62,176599,122.71426680971572,AAAA
1664977792,META,-600,134.21,107190,134.3233967420663,CCCC
1664978786,AMD,600,66.19,187110,66.14608292823996,AAAA
1664981922,SPY,-600,376.14,470491,376.106968458919,EEEE
1664978817,AMZN,-100,135.65,188379,132.4701420991203,BBBB
1664980867,AMD,900,67.58,372742,67.52506825198685,EEEE
1664981870,GOOGL,-300,102.2,465515,102.15513118463912,CCCC
1664978422,AAPL,900,144.14,157560,144.2089004951101,AAAA
1664979618,MSFT,-600,250.02,261030,250.0387950666131,CCCC
1664979966,GOOG,300,101.78,289330,101.77040074832128,AAAA
1664980025,AAPL,-400,138.57,295944,138.59220382828542,BBBB
1664980997,GOOG,-500,99.25,386072,99.27711104570183,CCCC
1664981607,META,200,126.98,444687,126.97503106711982,CCCC
1664978463,GOOG,-900,100.46,162154,100.43696985507634,EEEE
1664977471,TSLA,-900,238.9,75537,238.86505168576642,BBBB
1664981820,MSFT,-800,262.31,461725,262.394553489874,EEEE
1664977835,SPY,600,376.95,111085,376.8980881416463,CCCC
1664977396,AMD,-300,65.79,70817,65.85763062146111,AAAA
1664978210,SPY,200,374.41,138458,374.3418257918783,AAAA
1664980158,AMZN,-400,125.1,309568,125.07192155457498,EEEE
1664978583,TSLA,-700,238.63,174015,238.63170264010932,BBBB
1664980256,AMZN,200,126.82,318160,126.8551452948462,BBBB
1664981115,GOOG,-800,98.26,399274,98.33138833824599,BBBB
1664980928,AMD,600,68.04,378734,68.10632801951343,AAAA
1664978686,GOOGL,-800,101.24,180403,101.11416535375861,CCCC
1664981364,TSLA,-300,228.7,423817,228.7140720451235,BBBB
1664978896,AMZN,-400,123.74,199296,123.78956034581195,DDDD
1664980202,AMZN,800,125.63,312957,125.63901550156416,EEEE
1664980701,AMZN,700,126.96,356949,126.89561876514347,CCCC
1664978747,GOOG,200,101.96,183435,102.02937864235747,AAAA
1664977561,META,-900,137.37,86765,137.34235889003358,EEEE
1664979537,TSLA,200,232.36,255639,232.3602325999519,CCCC
1664979144,AAPL,-400,142.12,220940,142.11958781910013,EEEE
1664979694,GOOG,-100,101.82,268271,101.77192770285487,EEEE
1664980879,GOOG,-700,99.74,374288,99.78077286467939,AAAA
1664976604,AMD,-300,68.03,1002,68.0902067546324,DDDD
1664981097,AMZN,700,132.03,397802,132.0095796545603,BBBB
1664977490,AMZN,300,121.68,77624,121.66660039355,DDDD
1664977061,META,-100,138.51,44678,138.4579960028631,CCCC
1664979843,TSLA,-800,232.0,280915,232.0500063432479,CCCC
1664978966,META,-200,133.18,206068,133.16465765850327,EEEE
1664981009,META,-900,126.29,387168,126.29286964770475,AAAA
1664978382,AMZN,-300,124.17,154417,124.26690412416215,BBBB
1664979592,AMD,-400,67.56,260124,67.56464006208654,AAAA
1664981717,GOOGL,600,101.65,453630,101.59416575906609,CCCC
1664980594,SPY,-900,376.67,345598,376.59192524457154,BBBB
1664976908,F,800,12.29,31217,12.281116371131148,CCCC
1664981202,AAPL,-900,136.77,407054,136.83306895184842,AAAA
1664982062,MSFT,-400,262.65,485976,262.6998673664656,AAAA
1664977881,GOOGL,900,100.88,117053,100.88474372213193,CCCC
1664977871,SPY,-500,378.11,114895,378.0786494175756,AAAA
1664977363,GOOG,-600,102.96,66933,102.95501047642648,BBBB
1664981563,META,700,126.94,441962,127.0150113561934,DDDD
1664980754,MSFT,300,252.63,361221,252.62965781923145,AAAA
1664978215,AMZN,400,125.98,139160,126.00799169300913,CCCC
1664980516,META,900,128.07,339244,128.0677903721994,EEEE
1664979859,GOOGL,400,101.42,282056,101.48655947023926,EEEE
1664978176,SPY,-1000,372.14,136989,372.132095555958,DDDD
1664980422,SPY,600,379.74,333687,379.6656282062926,AAAA
1664981346,GOOGL,-300,100.82,421581,100.86194994517439,EEEE
1664981529,META,100,127.34,439665,127.29057628870831,AAAA
1664979810,SPY,600,387.78,278450,387.7138431490242,EEEE
1664979589,AAPL,900,142.41,259618,142.41821164355872,AAAA
1664981883,AMD,600,66.82,466855,66.83493374992248,EEEE
1664977876,GOOGL,400,100.52,116189,100.53978020870225,DDDD
1664978229,TSLA,-600,233.47,141089,233.4407694987961,DDDD
1664979916,SPY,-100,385.02,286395,384.94474020775044,EEEE
1664981930,TSLA,500,228.55,472229,228.47793656948275,CCCC
1664977280,AAPL,100,146.3,62080,146.2641649766922,DDDD
1664976618,AMZN,-200,121.24,2919,121.1880351095677,AAAA
1664979403,MSFT,-800,249.86,242395,249.87838408374984,DDDD
1664979254,META,-400,132.48,228818,132.50503989613279,AAAA
1664981618,MSFT,-100,260.09,446113,260.1252839795868,AAAA
1664977744,AMZN,700,123.12,103471,123.08640267876706,EEEE
1664977340,AMD,300,65.69,65918,65.72950903353208,EEEE
1664978692,MSFT,700,253.27,180406,253.1890415183251,EEEE
1664981231,META,-500,127.45,411050,127.46636002995335,DDDD
1664981754,AAPL,-800,139.16,457127,139.1850135363927,DDDD
1664979336,GOOG,-900,103.05,238071,102.98964307436948,BBBB
1664981641,MSFT,-600,262.28,448919,262.2580414712443,AAAA
1664981105,AMZN,300,131.34,397922,131.44146055092892,EEEE
1664977765,GOOGL,1000,101.03,105245,100.9613474184544,BBBB
1664979001,TSLA,-300,235.59,209404,235.49959288094598,CCCC
1664981638,AMD,500,67.05,448317,66.98357187432403,CCCC
1664977302,SPY,-600,374.85,63171,374.7846326338553,AAAA
1664980421,AMZN,300,126.85,332868,126.85373362348943,BBBB
1664978222,GOOG,-300,101.53,140284,101.44571193424692,CCCC
1664981989,GOOGL,800,101.13,479028,101.03531309007187,EEEE
1664980112,SPY,300,386.55,303846,386.5511411816039,CCCC
1664981873,SPY,100,374.82,466441,374.79631707801127,DDDD
1664981963,META,-100,129.26,476892,129.26388967301423,CCCC
1664979124,GOOGL,-300,102.07,219481,102.20322521564755,DDDD
1664981304,GOOGL,-400,100.91,415649,100.95726760435531,CCCC
1664978394,META,100,133.06,155340,132.9880625447946,BBBB
1664978792,F,-100,12.02,187263,12.081042554941114,CCCC
1664977214,AMZN,-200,122.17,57420,122.16557479081254,DDDD
1664977408,META,-400,139.65,71116,139.62131775554977,BBBB
1664977008,AMD,100,65.27,40656,65.29081888250745,DDDD
1664977774,AMZN,900,123.09,105677,123.02196729309003,DDDD
1664980149,GOOG,-100,102.53,308658,102.55003904002052,AAAA
1664977673,AAPL,-900,145.55,94827,145.54541659563094,DDDD
1664980779,GOOGL,-100,102.54,363744,102.54602192419233,BBBB
1664980492,AMZN,-600,126.11,337768,126.06910797144344,EEEE
1664980513,MSFT,-500,253.67,338736,253.73103306304137,DDDD
1664979255,SPY,200,372.96,229735,373.0155773387109,AAAA
1664981844,AMZN,-1000,135.46,464028,378.1763653593448,DDDD
1664978447,SPY,200,368.31,160946,368.375842921334,BBBB
1664976890,TSLA,400,240.34,29288,240.35403817288855,CCCC
1664978932,TSLA,-700,235.71,202783,235.73988904834624,AAAA
1664980886,META,900,127.56,374889,127.51647120809098,BBBB
1664979134,GOOG,-100,102.94,219928,102.98850171467522,DDDD
1664978886,TSLA,-700,235.44,197004,235.40208622818622,DDDD
1664980906,F,-1000,11.47,376369,11.401588237097888,DDDD
1664977726,GOOGL,-400,101.09,102149,101.04253358723267,AAAA
1664981209,AMD,-400,67.76,409083,67.78651240161471,DDDD
1664979373,SPY,-300,382.78,241339,382.8689220077461,DDDD
1664979057,TSLA,-900,234.83,212617,234.77220763443125,EEEE
1664980468,SPY,400,376.19,336533,376.233774166829,EEEE
1664978833,AMZN,-100,123.71,190273,123.7440941574155,BBBB
1664981027,AMZN,-600,130.29,388805,130.2292863424965,DDDD
1664977784,AMZN,300,123.54,106460,123.55217061342742,CCCC
1664978325,SPY,-100,373.89,150622,373.9512849133276,CCCC
1664981554,AMZN,300,133.25,440940,133.28945855440955,BBBB
1664976602,META,-1000,139.45,355,139.47269144905292,DDDD
1664977663,SPY,1000,373.95,94318,373.8784974527991,CCCC
1664981488,META,400,127.34,437905,127.36976367847068,CCCC
1664978972,AAPL,900,142.69,207014,142.63740432025432,BBBB
1664981345,AMD,1000,67.0,420814,66.95579478562743,EEEE
1664978160,META,-900,134.63,135718,134.62105505073652,EEEE
1664979395,AAPL,1000,144.1,241877,144.07115970823475,AAAA
1664981633,AMD,700,67.05,447686,67.06650006509146,CCCC
1664979077,META,200,131.7,214651,131.71539613869058,EEEE
1664980531,SPY,-400,375.36,340472,375.366421817197,EEEE
1664980825,AAPL,500,137.81,367124,137.86851485207595,AAAA
1664981444,AAPL,-700,136.99,433725,137.05677773998895,AAAA
1664976807,META,-200,139.35,22801,139.312809862156,DDDD
1664979446,META,-700,130.74,245998,130.74947457974997,CCCC
1664982024,F,300,11.46,481474,11.451042195423007,CCCC
1664980734,AAPL,-300,138.95,359303,138.94265131305738,DDDD
1664978186,MSFT,300,261.9,137448,12.313915039030434,BBBB
1664981571,GOOG,-900,97.63,442696,97.61815445430415,BBBB
1664978102,META,-900,135.02,131350,135.06770871620225,DDDD
1664977633,META,600,135.25,91407,135.30931023704346,BBBB
1664981956,SPY,-200,375.96,476107,375.9530599930391,AAAA
1664978958,AMZN,-900,123.03,205760,123.08923640264167,AAAA
1664977720,SPY,600,378.19,101635,378.16361313050857,CCCC
1664979330,AMD,-500,67.39,237752,67.38351354244328,DDDD
1664981166,TSLA,-400,226.09,403938,226.07860008253377,DDDD
1664980444,SPY,-600,380.43,335320,380.40575937888354,AAAA
1664980603,GOOG,900,101.73,346581,101.63832360733217,BBBB
1664978334,GOOGL,-400,100.72,150739,100.77958188453692,AAAA
1664978633,MSFT,600,252.78,176088,252.65405361081446,EEEE
1664981013,AAPL,-300,137.53,387656,137.52745897848177,DDDD
1664979389,GOOG,200,103.26,241567,103.28067204793533,CCCC
1664980919,SPY,300,380.51,378148,380.6261667554921,CCCC
1664978952,AMD,-300,67.01,204804,67.05968412878796,EEEE
1664981342,MSFT,-800,257.83,420077,257.7963616218857,BBBB
1664979662,GOOGL,600,100.96,264770,100.95508823022692,CCCC
1664979503,SPY,900,384.03,253551,384.1136779360143,AAAA
1664977846,TSLA,-200,236.32,112079,236.3381575235927,DDDD
1664977556,SPY,100,377.29,85811,377.27147156594475,DDDD
1664978920,META,300,133.87,201861,133.92985039661508,EEEE
1664979612,AMD,-600,67.54,260697,67.63483114762754,CCCC
1664981908,F,-100,11.44,468882,11.436625891770031,DDDD
1664980724,SPY,-400,377.98,358157,377.9683330809883,EEEE
1664978166,TSLA,-100,234.53,136787,234.48528633824137,EEEE
1664977070,AMD,-800,65.44,45331,65.47964086797714,EEEE
1664981828,TSLA,-700,229.77,462846,229.6541664303753,AAAA
1664981702,META,-800,126.16,452893,126.19568845143498,CCCC
1664978391,GOOGL,700,100.37,154994,100.40698605542805,BBBB
1664979411,GOOG,1000,103.26,243372,103.18455081366048,AAAA
1664981046,AMZN,-500,130.37,391830,130.36620654428975,AAAA
1664976881,MSFT,800,243.56,28303,243.55428577900204,BBBB
1664979258,MSFT,-300,251.61,230481,251.57899787148233,AAAA
1664981373,TSLA,600,226.29,424676,226.34757068328165,AAAA
1664979117,TSLA,900,234.86,218199,234.90585292157795,DDDD
1664978651,META,1000,133.53,176847,133.5442915818845,BBBB
1664978357,GOOG,-600,101.16,153223,101.0568879340041,DDDD
1664979546,META,-900,130.4,256617,130.45667339004936,DDDD
1664980691,AAPL,-900,137.88,355815,137.84773282900738,EEEE
1664980280,META,700,128.55,320765,128.56103900991437,BBBB
1664981799,META,-800,127.55,459863,127.53599451163048,CCCC
1664980668,AAPL,700,137.81,352817,137.81858281626947,AAAA
1664976721,MSFT,-700,247.15,13887,247.199616130057,DDDD
1664976946,SPY,-500,378.66,35483,378.629298708429,EEEE
1664980086,GOOGL,400,101.38,301247,101.50211324520627,AAAA
1664980505,F,700,11.61,338673,11.624157770144036,AAAA
1664977057,AMZN,-800,120.75,44136,120.71077206341864,DDDD
1664981855,AMZN,-900,133.19,464812,133.20245599452386,AAAA
1664977590,F,-1000,12.52,89387,12.470019417945027,EEEE
1664980844,META,100,127.78,368855,127.7636866944393,EEEE
1664978996,SPY,-100,371.26,209193,371.3227455973622,AAAA
1664979147,GOOGL,700,102.55,221903,102.63670876676467,AAAA
1664976801,META,-700,139.35,21959,139.3213513504831,CCCC
1664977524,AMZN,-200,121.52,81091,121.48851370759813,EEEE
1664978038,GOOG,200,102.18,128323,102.22693011880114,EEEE
1664980358,META,-300,128.02,325828,128.05358321569577,EEEE
1664978266,TSLA,-200,234.63,144823,234.55319784945445,AAAA
1664977187,META,-700,138.5,54667,138.42500848678156,DDDD
1664977680,GOOG,-1000,103.94,97990,103.97778486335753,BBBB
1664977675,GOOG,400,104.01,96136,104.00429282303979,CCCC
1664977909,AMD,-300,65.15,118461,65.14317737731469,BBBB
1664980489,GOOG,1000,100.94,337718,100.92501549395432,AAAA
1664976840,AMZN,-700,122.05,25807,122.04236661957539,AAAA
1664979165,AMZN,300,122.27,222524,122.31563458161716,EEEE
1664976656,GOOGL,-200,101.44,7260,101.49553954778628,BBBB
1664980570,TSLA,200,228.56,343474,228.62192313932786,BBBB
1664977229,F,1000,12.28,57773,12.305020976970361,BBBB
1664979357,GOOGL,1000,102.81,240459,102.79167800450786,EEEE
1664978730,GOOGL,-700,101.52,181729,101.50077606433116,BBBB
1664977162,TSLA,200,239.8,51619,239.806480314459,AAAA
1664981184,AAPL,-700,136.42,405951,136.41646987159316,DDDD
1664978849,SPY,300,372.35,192307,372.4529925513333,BBBB
1664976686,F,900,12.28,9490,12.293309837562559,DDDD
1664980201,TSLA,400,227.56,312674,227.52160348169912,DDDD
1664977646,AMZN,-1000,121.79,91610,121.75249613958124,EEEE
1664981064,F,200,11.43,392748,11.51279646052187,DDDD
1664978104,AMZN,800,125.69,131550,125.67419141275661,EEEE
1664977199,AAPL,-800,148.24,56157,148.3390823060677,AAAA
1664980417,GOOG,-900,101.63,332091,101.57015075101941,BBBB
1664981837,META,-100,127.52,463524,127.58580545437304,EEEE
1664980432,AAPL,-500,137.28,334109,137.252820448358,AAAA
1664980223,GOOGL,-1000,102.39,315899,102.39057279791245,CCCC
1664979733,TSLA,-300,229.92,274338,229.86136284557034,BBBB
1664976751,META,1000,138.77,17941,138.69121889685712,AAAA
1664976727,AAPL,600,148.07,14108,148.09824867170477,BBBB
1664980525,SPY,-200,377.37,339702,377.2678033479926,EEEE
1664980571,AAPL,-900,137.5,344238,137.43206887039133,DDDD
1664982089,AAPL,-100,139.89,488762,139.90332524384505,AAAA
1664978480,F,500,12.02,164803,12.052253008535724,CCCC
1664979690,F,-200,11.74,267933,11.766573875782086,AAAA
1664977823,F,500,12.63,109676,12.705917097104734,AAAA
1664979528,TSLA,500,231.04,255589,231.11326263703629,DDDD
1664978933,AMZN,-500,123.36,203121,123.4175397371184,BBBB
1664981641,MSFT,-600,262.28,448919,262.2580414712443,AAAA
1664979112,GOOGL,700,102.75,218077,102.77824802595269,AAAA
1664976673,META,-400,139.44,8442,139.4274118880178,EEEE
1664980351,AMZN,-900,127.4,325148,127.4256699800978,DDDD
1664976953,GOOG,900,103.98,36095,104.02942500546844,BBBB
1664976724,AMD,100,66.9,13960,66.9557150464914,EEEE
1664979136,TSLA,-800,233.02,220325,232.9652525424299,AAAA
