TRADE_DATE|TRADE_TIME|SYMBOL          |SIDE            |QUANTITY        |PRICE           |EXECUTION_ID    |COUNTERPARTY
2022-10-05|09:41:37  |AAPL            |SELL_SHORT      |             200|       147.25000|           63097|        8000
2022-10-05|09:39:15  |AMZN            |SELL_SHORT      |             600|       121.98000|           51290|        4000
2022-10-05|09:33:46  |GOOG            |BUY             |             900|       103.65000|           24535|        1000
2022-10-05|10:17:34  |GOOG            |BUY             |             200|       102.23000|          246713|        5000
2022-10-05|09:57:35  |F               |BUY             |            1000|        12.26000|          143643|        7000
2022-10-05|10:32:44  |AMZN            |SELL_SHORT      |            1000|       127.78000|          326454|        9000
2022-10-05|10:12:42  |META            |SELL            |             200|       132.24000|          222192|        4000
2022-10-05|09:36:31  |AMZN            |SELL_SHORT      |             600|       120.11000|           39215|        7000
2022-10-05|09:45:24  |AMZN            |SELL_SHORT      |             200|       121.52000|           81091|       10000
2022-10-05|10:11:42  |TSLA            |BUY             |             800|       235.16000|          216527|        1000
2022-10-05|10:18:48  |TSLA            |BUY             |             500|       231.04000|          255589|        6000
2022-10-05|10:39:32  |MSFT            |BUY             |             600|       253.88000|          363380|        5000
2022-10-05|09:39:08  |F               |SELL            |             800|        12.27000|           49956|        8000
2022-10-05|10:34:49  |GOOG            |BUY             |            1000|       100.94000|          337718|        9000
2022-10-05|10:01:40  |META            |BUY             |             800|       133.22000|          167059|       10000
2022-10-05|10:10:58  |F               |SELL            |             500|        11.81000|          213197|        8000
2022-10-05|09:57:46  |TSLA            |SELL            |             200|       234.63000|          144823|        7000
2022-10-05|10:55:35  |F               |BUY             |             400|        11.47000|          454850|        1000
2022-10-05|10:34:03  |AMZN            |BUY             |             200|       127.07000|          334947|        7000
2022-10-05|10:12:01  |MSFT            |BUY             |             800|       250.07000|          218509|        6000
2022-10-05|10:08:08  |AAPL            |SELL_SHORT      |             700|       144.39000|          197804|        9000
2022-10-05|09:42:17  |META            |BUY             |             300|       139.72000|           65394|        3000
2022-10-05|09:58:37  |GOOGL           |SELL            |             400|       100.65000|          150202|        1000
2022-10-05|10:18:01  |AAPL            |BUY             |             800|       143.99000|          250597|        2000
2022-10-05|10:33:25  |TSLA            |BUY             |             800|       228.02000|          331420|        9000
2022-10-05|10:58:43  |AAPL            |BUY             |             200|       139.62000|          471208|       10000
2022-10-05|10:37:53  |META            |BUY             |             700|       127.49000|          353643|        1000
2022-10-05|09:54:20  |MSFT            |BUY             |             200|       253.97000|          129602|        8000
2022-10-05|10:11:13  |AMZN            |BUY             |            1000|       122.47000|          214571|        5000
2022-10-05|10:37:41  |AMD             |SELL            |             900|        68.02000|          352444|        8000
2022-10-05|10:01:12  |AMD             |SELL            |             800|        66.35000|          163167|       10000
2022-10-05|10:11:35  |MSFT            |SELL_SHORT      |             800|       250.25000|          216477|        5000
2022-10-05|10:22:19  |GOOG            |BUY             |             400|       101.86000|          274721|        3000
2022-10-05|10:03:31  |GOOGL           |BUY             |             400|       100.74000|          175380|        9000
2022-10-05|10:37:22  |AAPL            |BUY             |             700|       137.73000|          351118|        4000
2022-10-05|09:39:09  |F               |SELL            |             900|        12.33000|           50932|        8000
2022-10-05|10:46:24  |AAPL            |SELL_SHORT      |             700|       136.42000|          405951|        5000
2022-10-05|10:58:42  |SPY             |SELL_SHORT      |             600|       376.14000|          470491|        5000
2022-10-05|10:35:41  |META            |BUY             |             800|       127.94000|          340661|        5000
2022-10-05|10:04:01  |AMZN            |SELL_SHORT      |            1000|       122.62000|          176599|        6000
2022-10-05|10:30:49  |GOOG            |BUY             |             900|       102.45000|          317794|        4000
2022-10-05|10:45:41  |F               |SELL            |             400|        11.39000|          401600|        4000
2022-10-05|10:15:08  |TSLA            |BUY             |             100|       231.94000|          236075|        9000
2022-10-05|09:46:39  |AMZN            |BUY             |             800|       121.08000|           90020|        4000
2022-10-05|10:05:13  |GOOGL           |SELL            |             900|       101.41000|          181321|        9000
2022-10-05|10:36:02  |AMD             |BUY             |             700|        67.42000|          342571|        2000
2022-10-05|10:38:21  |AMZN            |BUY             |             700|       126.96000|          356949|        6000
2022-10-05|10:40:11  |GOOGL           |SELL            |             200|       101.20000|          366568|        2000
2022-10-05|09:31:57  |AMZN            |SELL_SHORT      |             300|       121.82000|           13141|        1000
2022-10-05|10:08:33  |TSLA            |SELL            |             400|       235.32000|          200567|        7000
2022-10-05|10:56:21  |META            |BUY             |            1000|       126.97000|          458821|        8000
2022-10-05|10:50:21  |GOOG            |SELL_SHORT      |             800|        98.17000|          430935|        2000
2022-10-05|10:41:49  |F               |BUY             |            1000|        11.48000|          377003|        3000
2022-10-05|09:55:55  |GOOG            |BUY             |             100|       101.62000|          135350|        6000
2022-10-05|10:19:32  |GOOG            |SELL_SHORT      |             900|       102.15000|          258139|        7000
2022-10-05|10:58:13  |AMD             |SELL            |             500|        66.60000|          467277|        8000
2022-10-05|09:36:29  |AAPL            |SELL_SHORT      |            1000|       146.56000|           38640|        3000
2022-10-05|10:16:35  |AAPL            |BUY             |            1000|       144.10000|          241877|        8000
2022-10-05|09:59:42  |AMZN            |SELL_SHORT      |             300|       124.17000|          154417|        2000
2022-10-05|10:20:37  |TSLA            |SELL            |            1000|       230.42000|          262996|        6000
2022-10-05|10:57:33  |GOOGL           |BUY             |            1000|       102.07000|          464478|        9000
2022-10-05|10:28:55  |AMZN            |SELL_SHORT      |            1000|       125.49000|          306360|        9000
2022-10-05|10:34:18  |AMD             |SELL            |            1000|        67.35000|          336519|        8000
2022-10-05|10:35:00  |AMZN            |BUY             |             100|       126.13000|          338113|        8000
2022-10-05|09:44:51  |AAPL            |BUY             |             300|       145.75000|           77981|        1000
2022-10-05|09:58:45  |SPY             |SELL_SHORT      |             100|       373.89000|          150622|        6000
2022-10-05|10:00:47  |SPY             |BUY             |             200|       368.31000|          160946|        9000
2022-10-05|10:43:22  |TSLA            |SELL            |             900|       227.78000|          386701|        8000
2022-10-05|09:58:55  |GOOG            |BUY             |             900|       101.83000|          151700|        2000
2022-10-05|10:25:58  |TSLA            |SELL            |             500|       232.67000|          288447|        4000
2022-10-05|10:17:19  |SPY             |SELL_SHORT      |             100|       382.11000|          245522|        2000
2022-10-05|09:33:13  |AMD             |SELL            |             700|        66.27000|           21386|        4000
2022-10-05|10:09:02  |META            |SELL            |             400|       133.05000|          203856|        1000
2022-10-05|09:37:31  |SPY             |SELL_SHORT      |             300|       377.00000|           43757|        1000
2022-10-05|10:38:29  |AMZN            |BUY             |             900|       127.92000|          356951|       10000
2022-10-05|10:52:09  |META            |BUY             |             100|       127.34000|          439665|        8000
2022-10-05|10:28:34  |AAPL            |BUY             |             700|       136.71000|          304178|        4000
2022-10-05|10:58:54  |AMZN            |BUY             |             300|       133.76000|          472859|        6000
2022-10-05|09:50:43  |MSFT            |BUY             |             300|       249.32000|          111244|        9000
2022-10-05|10:18:04  |AMD             |BUY             |             200|        68.10000|          251456|        6000
2022-10-05|10:26:57  |META            |BUY             |             100|       127.66000|          295561|        9000
2022-10-05|10:02:51  |SPY             |SELL_SHORT      |             200|       367.57000|          173179|        6000
2022-10-05|10:08:06  |TSLA            |SELL            |             700|       235.44000|          197004|       10000
2022-10-05|10:57:36  |TSLA            |SELL            |             900|       228.80000|          464856|        9000
2022-10-05|10:07:11  |F               |SELL            |             600|        11.99000|          189742|        7000
2022-10-05|10:42:29  |MSFT            |SELL_SHORT      |             300|       254.65000|          380502|       10000
2022-10-05|10:50:56  |SPY             |SELL_SHORT      |             900|       376.15000|          434309|        4000
2022-10-05|10:18:28  |TSLA            |BUY             |             500|       233.49000|          254416|        6000
2022-10-05|10:09:32  |AAPL            |BUY             |             900|       142.69000|          207014|        3000
2022-10-05|10:46:49  |AMD             |SELL            |             400|        67.76000|          409083|        7000
2022-10-05|09:53:25  |F               |BUY             |            1000|        12.39000|          125883|        8000
2022-10-05|09:33:52  |MSFT            |SELL_SHORT      |             300|       245.90000|           25427|        3000
2022-10-05|10:26:06  |GOOG            |BUY             |             300|       101.78000|          289330|        7000
2022-10-05|09:34:19  |SPY             |SELL_SHORT      |             400|       377.26000|           27446|        7000
2022-10-05|10:55:25  |TSLA            |BUY             |             200|       228.32000|          453699|        3000
2022-10-05|10:56:29  |TSLA            |SELL            |             100|       228.63000|          459442|        1000
2022-10-05|10:40:09  |GOOGL           |SELL            |             300|       102.05000|          366364|        5000
2022-10-05|09:46:14  |MSFT            |SELL_SHORT      |             200|       246.48000|           87740|        6000
2022-10-05|10:39:22  |AMZN            |SELL_SHORT      |             800|       129.13000|          362651|        3000
2022-10-05|10:18:11  |AMD             |BUY             |             100|        67.47000|          252129|        7000
2022-10-05|10:56:40  |TSLA            |BUY             |             700|       225.98000|          460227|        3000
2022-10-05|09:38:21  |AMD             |SELL            |             900|        65.73000|           47089|        9000
2022-10-05|10:13:05  |AAPL            |SELL_SHORT      |             600|       142.58000|          223710|        3000
2022-10-05|10:13:34  |AMD             |BUY             |             800|        67.50000|          226126|        3000
2022-10-05|09:48:45  |TSLA            |SELL            |             800|       236.92000|          101871|        9000
2022-10-05|09:37:29  |GOOGL           |BUY             |             200|       101.42000|           43588|        2000
2022-10-05|10:15:42  |GOOGL           |BUY             |             500|       101.87000|          238621|        5000
2022-10-05|09:44:20  |AMD             |BUY             |             100|        65.88000|           74107|        2000
2022-10-05|10:32:38  |META            |SELL            |             300|       128.02000|          325828|        2000
2022-10-05|09:39:47  |META            |SELL            |             700|       138.50000|           54667|        1000
2022-10-05|10:21:07  |GOOG            |BUY             |             600|       101.93000|          265567|        7000
2022-10-05|10:11:45  |F               |SELL            |             900|        11.72000|          217212|       10000
2022-10-05|10:25:35  |SPY             |BUY             |             900|       386.38000|          286550|       10000
2022-10-05|10:19:52  |AMD             |SELL            |             400|        67.56000|          260124|       10000
2022-10-05|09:30:18  |AMZN            |SELL_SHORT      |             200|       121.24000|            2919|        5000
2022-10-05|10:42:17  |AAPL            |BUY             |             400|       136.81000|          379702|        8000
2022-10-05|09:35:08  |F               |BUY             |             800|        12.29000|           31217|        9000
2022-10-05|10:39:42  |AAPL            |BUY             |             500|       138.01000|          364446|        2000
2022-10-05|09:32:25  |MSFT            |SELL_SHORT      |             500|       247.67000|           16867|        6000
2022-10-05|09:32:31  |META            |BUY             |            1000|       138.77000|           17941|       10000
2022-10-05|10:06:08  |AMD             |BUY             |             900|        65.89000|          184732|        1000
2022-10-05|09:39:00  |AAPL            |SELL_SHORT      |             800|       149.70000|           49280|        6000
2022-10-05|10:09:12  |AMD             |SELL            |             300|        67.01000|          204804|        8000
2022-10-05|10:56:57  |F               |SELL            |             700|        11.44000|          461671|        6000
2022-10-05|09:57:02  |GOOG            |SELL_SHORT      |             300|       101.53000|          140284|        6000
2022-10-05|10:10:17  |GOOGL           |BUY             |             300|       102.59000|          211042|        8000
2022-10-05|10:20:10  |META            |BUY             |             900|       128.38000|          260464|        4000
2022-10-05|09:42:08  |AMD             |SELL            |            1000|        65.14000|           64737|        6000
2022-10-05|10:28:16  |SPY             |BUY             |             100|       383.64000|          301533|        6000
2022-10-05|10:12:55  |AMD             |BUY             |             500|        67.28000|          222886|        3000
2022-10-05|09:47:00  |GOOGL           |SELL            |             200|       101.35000|           91046|        5000
2022-10-05|09:55:37  |F               |BUY             |             800|        12.37000|          133421|        8000
2022-10-05|10:40:50  |GOOGL           |SELL            |             700|       100.03000|          369748|        8000
2022-10-05|10:28:50  |GOOGL           |SELL            |             200|       101.81000|          305496|        2000
2022-10-05|10:07:29  |SPY             |BUY             |             300|       372.35000|          192307|        3000
2022-10-05|10:47:55  |GOOGL           |BUY             |             900|       100.79000|          413427|        1000
2022-10-05|10:21:34  |GOOG            |SELL_SHORT      |             100|       101.82000|          268271|        5000
2022-10-05|09:44:43  |AAPL            |SELL_SHORT      |             400|       146.97000|           76992|        1000
2022-10-05|10:06:18  |TSLA            |BUY             |             800|       238.25000|          186510|        3000
2022-10-05|10:41:59  |SPY             |BUY             |             300|       380.51000|          378148|       10000
2022-10-05|09:32:42  |TSLA            |SELL            |             700|       241.56000|           18539|        6000
2022-10-05|10:56:11  |AMZN            |BUY             |             400|       133.47000|          458685|        8000
2022-10-05|10:02:30  |GOOG            |SELL_SHORT      |             600|       100.31000|          172031|        3000
2022-10-05|09:51:49  |AMD             |SELL            |             300|        65.15000|          118461|        8000
2022-10-05|10:50:29  |AMZN            |SELL_SHORT      |            1000|       133.23000|          432185|        1000
2022-10-05|10:07:49  |AMD             |BUY             |             500|        66.68000|          194469|        2000
2022-10-05|10:30:33  |META            |BUY             |             400|       128.41000|          316374|        2000
2022-10-05|10:45:24  |MSFT            |BUY             |             200|       256.68000|          399616|        2000
2022-10-05|09:36:02  |AAPL            |SELL_SHORT      |             600|       146.34000|           36486|        4000
2022-10-05|10:01:34  |AMD             |BUY             |             800|        66.36000|          166562|        8000
2022-10-05|10:49:02  |MSFT            |SELL_SHORT      |             800|       257.83000|          420077|        5000
2022-10-05|10:44:15  |GOOG            |BUY             |             300|        99.17000|          392445|        5000
2022-10-05|09:58:29  |TSLA            |BUY             |             200|       236.05000|          150022|        6000
2022-10-05|10:00:30  |GOOGL           |SELL            |             800|       100.47000|          158351|        6000
2022-10-05|10:55:54  |AAPL            |SELL_SHORT      |             800|       139.16000|          457127|        7000
2022-10-05|09:37:50  |AMD             |SELL            |             800|        65.44000|           45331|       10000
2022-10-05|10:43:18  |SPY             |SELL_SHORT      |             200|       383.23000|          386183|        8000
2022-10-05|10:16:59  |MSFT            |BUY             |             100|       249.32000|          244092|        3000
2022-10-05|10:45:30  |GOOGL           |BUY             |             500|        99.87000|          399903|        4000
2022-10-05|10:14:59  |GOOG            |SELL_SHORT      |             400|       102.95000|          235225|       10000
2022-10-05|09:37:41  |META            |SELL            |             100|       138.51000|           44678|       10000
2022-10-05|10:24:28  |GOOGL           |SELL            |             200|       101.36000|          282597|        5000
2022-10-05|10:27:18  |AMZN            |SELL_SHORT      |             100|       127.38000|          298594|       10000
2022-10-05|10:38:54  |AAPL            |SELL_SHORT      |             300|       138.95000|          359303|        1000
2022-10-05|10:14:15  |SPY             |BUY             |             200|       372.96000|          229735|        3000
2022-10-05|10:31:06  |F               |SELL            |             500|        11.76000|          318823|        5000
2022-10-05|10:28:06  |GOOGL           |BUY             |             400|       101.38000|          301247|        1000
2022-10-05|10:40:35  |F               |BUY             |             500|        11.47000|          368273|        9000
2022-10-05|09:30:04  |AMD             |SELL            |             300|        68.03000|            1002|        8000
2022-10-05|10:07:58  |AMZN            |SELL_SHORT      |             600|       123.61000|          194807|        2000
2022-10-05|09:40:07  |GOOGL           |SELL            |            1000|       101.33000|           57014|        9000
2022-10-05|09:37:27  |AMD             |SELL            |             700|        65.73000|           43424|        6000
2022-10-05|10:55:30  |F               |SELL            |             900|        11.37000|          454292|        5000
2022-10-05|10:38:08  |MSFT            |BUY             |             600|       252.40000|          355116|        2000
2022-10-05|10:16:03  |META            |BUY             |             100|       131.65000|          241317|        3000
2022-10-05|10:49:33  |TSLA            |BUY             |             600|       226.29000|          424676|        6000
2022-10-05|10:10:04  |F               |BUY             |            1000|        11.84000|          210336|        7000
2022-10-05|09:42:23  |AAPL            |SELL_SHORT      |             200|       146.80000|           66221|        3000
2022-10-05|10:54:15  |AAPL            |BUY             |             100|       139.07000|          449415|        6000
2022-10-05|09:40:39  |TSLA            |BUY             |            1000|       238.62000|           58914|        7000
2022-10-05|09:38:34  |AMD             |BUY             |             900|        65.61000|           48088|        3000
2022-10-05|10:56:48  |AAPL            |SELL_SHORT      |             900|       139.21000|          460503|        5000
2022-10-05|09:59:59  |GOOG            |BUY             |             600|       101.39000|          155898|        4000
2022-10-05|10:38:38  |GOOGL           |SELL            |             300|       101.59000|          357220|        8000
2022-10-05|10:40:25  |AAPL            |BUY             |             500|       137.81000|          367124|        4000
2022-10-05|10:31:15  |AMZN            |BUY             |             100|       127.92000|          319905|        5000
2022-10-05|10:04:14  |SPY             |SELL_SHORT      |             500|       366.66000|          177843|        4000
2022-10-05|10:26:15  |TSLA            |BUY             |             600|       232.03000|          290554|        7000
2022-10-05|10:50:28  |AAPL            |SELL_SHORT      |             600|       136.97000|          431386|        5000
2022-10-05|09:56:35  |AMZN            |BUY             |             300|       126.29000|          137453|        2000
2022-10-05|10:09:41  |AMD             |BUY             |             400|        66.80000|          208101|        7000
2022-10-05|10:03:47  |AAPL            |SELL_SHORT      |             200|       144.41000|          176079|        5000
2022-10-05|10:24:03  |TSLA            |SELL            |             800|       232.00000|          280915|       10000
2022-10-05|10:29:09  |GOOG            |SELL_SHORT      |             100|       102.53000|          308658|        5000
2022-10-05|11:01:20  |META            |BUY             |             500|       130.27000|          487896|       10000
2022-10-05|10:48:05  |AMZN            |BUY             |             500|       132.80000|          413783|        3000
2022-10-05|09:40:57  |AMD             |BUY             |             100|        65.54000|           59565|        7000
2022-10-05|10:42:08  |AMD             |BUY             |             600|        68.04000|          378734|        7000
2022-10-05|09:32:01  |MSFT            |SELL_SHORT      |             700|       247.15000|           13887|        6000
2022-10-05|10:53:58  |AMD             |BUY             |             500|        67.05000|          448317|        3000
2022-10-05|10:11:57  |TSLA            |BUY             |             900|       234.86000|          218199|        6000
2022-10-05|09:35:45  |SPY             |BUY             |            1000|       379.36000|           35267|       10000
2022-10-05|10:59:10  |SPY             |SELL_SHORT      |             600|       375.20000|          474187|        3000
2022-10-05|09:36:25  |MSFT            |SELL_SHORT      |             900|       245.14000|           38147|        7000
2022-10-05|10:39:58  |AMD             |BUY             |             600|        67.93000|          366062|        3000
2022-10-05|10:21:35  |AMZN            |SELL_SHORT      |            1000|       125.99000|          268988|        7000
2022-10-05|10:42:59  |TSLA            |BUY             |             300|       227.36000|          384907|        5000
2022-10-05|10:30:23  |GOOGL           |SELL            |            1000|       102.39000|          315899|        7000
2022-10-05|10:56:39  |META            |SELL            |             800|       127.55000|          459863|        6000
2022-10-05|10:30:18  |AMZN            |SELL_SHORT      |             900|       125.38000|          314901|        2000
2022-10-05|10:32:06  |SPY             |SELL_SHORT      |             800|       384.95000|          323830|        3000
2022-10-05|10:44:26  |AMZN            |BUY             |            1000|       130.95000|          393971|        3000
2022-10-05|09:35:53  |GOOG            |BUY             |             900|       103.98000|           36095|        2000
2022-10-05|10:10:35  |F               |BUY             |             400|        11.85000|          211722|        3000
2022-10-05|10:08:55  |F               |BUY             |             800|        11.89000|          203819|        8000
2022-10-05|10:40:00  |AAPL            |BUY             |             500|       138.00000|          366223|        8000
2022-10-05|09:35:17  |AMD             |SELL            |             200|        65.63000|           31420|        6000
2022-10-05|10:05:42  |AMD             |SELL            |             300|        65.71000|          181800|        9000
2022-10-05|10:23:58  |AAPL            |SELL_SHORT      |             600|       140.15000|          280017|        7000
2022-10-05|10:19:23  |META            |SELL            |             300|       129.35000|          257990|        6000
2022-10-05|10:09:46  |AAPL            |SELL_SHORT      |             200|       143.17000|          208438|       10000
2022-10-05|09:59:06  |MSFT            |SELL_SHORT      |             400|       252.17000|          152478|        7000
2022-10-05|09:51:45  |TSLA            |BUY             |             200|       237.91000|          118214|        1000
2022-10-05|10:29:43  |AMD             |BUY             |             600|        67.63000|          310442|        4000
2022-10-05|10:10:57  |TSLA            |SELL            |             900|       234.83000|          212617|        2000
2022-10-05|10:43:49  |TSLA            |BUY             |             800|       226.89000|          389629|        5000
2022-10-05|10:13:20  |AMZN            |BUY             |             500|       123.59000|          225056|        8000
2022-10-05|11:00:28  |GOOG            |SELL_SHORT      |             800|        98.52000|          481780|        9000
2022-10-05|10:22:36  |F               |BUY             |            1000|        11.76000|          275040|        6000
2022-10-05|10:47:21  |AMD             |SELL            |             800|        67.56000|          411423|        6000
2022-10-05|10:26:31  |AMZN            |SELL_SHORT      |             800|       127.58000|          292226|        8000
2022-10-05|10:47:30  |GOOG            |BUY             |             900|        98.34000|          411549|        3000
2022-10-05|10:16:11  |SPY             |SELL_SHORT      |             200|       381.75000|          241319|        3000
2022-10-05|09:40:14  |AMZN            |SELL_SHORT      |             200|       122.17000|           57420|        8000
2022-10-05|09:31:36  |GOOG            |BUY             |             900|       103.09000|            9674|        4000
2022-10-05|10:10:10  |GOOG            |SELL_SHORT      |             700|       102.93000|          210557|        9000
2022-10-05|10:29:34  |F               |SELL            |             400|        11.72000|          310296|        6000
2022-10-05|10:50:44  |AAPL            |SELL_SHORT      |             700|       136.99000|          433725|        7000
2022-10-05|09:50:56  |GOOGL           |BUY             |             200|       100.05000|          112863|        5000
2022-10-05|09:57:41  |AAPL            |SELL_SHORT      |             900|       142.02000|          144465|        5000
2022-10-05|09:58:36  |GOOGL           |SELL            |             900|       100.04000|          150041|        4000
2022-10-05|10:45:57  |TSLA            |BUY             |             900|       225.84000|          403012|        8000
2022-10-05|09:56:01  |MSFT            |BUY             |             200|       254.55000|          136444|        7000
2022-10-05|10:02:43  |SPY             |SELL_SHORT      |             300|       366.31000|          172641|        8000
2022-10-05|09:32:30  |AMZN            |BUY             |             200|       122.19000|           17362|        5000
2022-10-05|09:32:46  |AAPL            |BUY             |             800|       148.74000|           19121|        9000
2022-10-05|11:00:43  |MSFT            |BUY             |             900|       263.82000|          483432|        6000
2022-10-05|10:56:05  |MSFT            |SELL_SHORT      |             700|       262.52000|          458146|        7000
2022-10-05|10:21:59  |TSLA            |SELL            |             800|       230.42000|          272824|        8000
2022-10-05|09:52:26  |F               |SELL            |             500|        12.43000|          121819|        1000
2022-10-05|10:04:37  |MSFT            |BUY             |             800|       252.96000|          179621|        5000
2022-10-05|09:44:56  |AMZN            |BUY             |             200|       121.87000|           78776|        3000
2022-10-05|09:37:37  |AMZN            |SELL_SHORT      |             800|       120.75000|           44136|        9000
2022-10-05|09:45:13  |GOOGL           |BUY             |             600|       101.36000|           80384|        5000
2022-10-05|10:44:41  |AAPL            |BUY             |             900|       138.31000|          395648|        8000
2022-10-05|10:53:43  |MSFT            |BUY             |            1000|       259.79000|          446652|        1000
2022-10-05|10:55:58  |META            |SELL            |             400|       126.02000|          457840|       10000
2022-10-05|10:33:02  |AAPL            |BUY             |             800|       135.95000|          328544|        9000
2022-10-05|09:31:26  |F               |BUY             |             900|        12.28000|            9490|        3000
2022-10-05|10:55:17  |GOOGL           |BUY             |             600|       101.65000|          453630|        5000
2022-10-05|10:25:02  |AAPL            |SELL_SHORT      |             100|       139.48000|          285103|        2000
2022-10-05|09:49:51  |SPY             |BUY             |             200|       377.77000|          106530|       10000
2022-10-05|09:52:37  |AAPL            |SELL_SHORT      |             900|       140.76000|          122290|        2000
2022-10-05|10:22:05  |MSFT            |SELL_SHORT      |             400|       254.61000|          273633|        3000
2022-10-05|09:43:04  |AMD             |SELL            |             300|        65.50000|           69865|        8000
2022-10-05|10:45:52  |AMZN            |BUY             |             400|       132.03000|          402674|        8000
2022-10-05|10:29:07  |GOOGL           |BUY             |             100|       101.65000|          308118|       10000
2022-10-05|10:07:39  |AMZN            |BUY             |             300|       123.25000|          193541|        2000
2022-10-05|10:18:26  |SPY             |BUY             |             700|       381.01000|          253965|        7000
2022-10-05|09:52:25  |AMZN            |BUY             |             800|       124.50000|          121321|        3000
2022-10-05|10:51:17  |TSLA            |BUY             |             100|       228.67000|          437259|        4000
2022-10-05|09:35:35  |AMD             |SELL            |            1000|        65.36000|           34278|        2000
2022-10-05|10:21:50  |GOOG            |SELL_SHORT      |             300|       102.13000|          270965|        4000
2022-10-05|10:08:53  |AMZN            |SELL_SHORT      |             500|       123.36000|          203121|        1000
2022-10-05|10:38:51  |GOOG            |BUY             |             300|        99.62000|          358797|        6000
2022-10-05|10:09:18  |AMZN            |SELL_SHORT      |             900|       123.03000|          205760|        5000
